,Round,Pick,Overall,Team,Player,Position,Year,overall_pick,pick_points
376,1.0,15.0,2006-15,TBL,Riku Helenius,G,2006,15,198
377,1.0,16.0,2006-16,SJS,Ty Wishart,D,2006,16,197
378,1.0,17.0,2006-17,LAK,Trevor Lewis,F,2006,17,196
379,1.0,18.0,2006-18,COL,Chris Stewart,F,2006,18,195
380,1.0,19.0,2006-19,ANA,Mark Mitera,D,2006,19,194
381,1.0,20.0,2006-20,MTL,David Fischer,D,2006,20,193
382,1.0,21.0,2006-21,NYR,Bobby Sanguinetti,D,2006,21,192
383,1.0,22.0,2006-22,PHI,Claude Giroux,F,2006,22,191
384,1.0,23.0,2006-23,WSH,Semyon Varlamov,G,2006,23,190
385,1.0,24.0,2006-24,BUF,Dennis Persson,D,2006,24,189
386,1.0,25.0,2006-25,STL,Patrik Berglund,F,2006,25,188
387,1.0,26.0,2006-26,CGY,Leland Irving,G,2006,26,187
388,1.0,27.0,2006-27,DAL,Ivan Vishnevskiy,D,2006,27,186
389,1.0,28.0,2006-28,OTT,Nick Foligno,F,2006,28,185
390,1.0,29.0,2006-29,PHX,Chris Summers,D,2006,29,184
391,1.0,30.0,2006-30,NJD,Matthew Corrente,D,2006,30,183
392,1.0,1.0,2005-1,PIT,Sidney Crosby,F,2005,1,229
393,1.0,2.0,2005-2,ANA,Bobby Ryan,F,2005,2,228
394,1.0,3.0,2005-3,CAR,Jack Johnson,D,2005,3,227
395,1.0,4.0,2005-4,MIN,Benoit Pouliot,F,2005,4,226
396,1.0,5.0,2005-5,MTL,Carey Price,G,2005,5,225
397,1.0,6.0,2005-6,CBJ,Gilbert Brule,F,2005,6,224
398,1.0,7.0,2005-7,CHI,Jack Skille,F,2005,7,223
399,1.0,8.0,2005-8,SJS,Devin Setoguchi,F,2005,8,222
400,1.0,9.0,2005-9,OTT,Brian Lee,D,2005,9,221
401,1.0,10.0,2005-10,VAN,Luc Bourdon,D,2005,10,220
402,1.0,11.0,2005-11,LAK,Anze Kopitar,F,2005,11,219
403,1.0,12.0,2005-12,NYR,Marc Staal,D,2005,12,218
404,1.0,13.0,2005-13,BUF,Marek Zagrapan,F,2005,13,217
405,1.0,14.0,2005-14,WSH,Sasha Pokulok,D,2005,14,216
406,1.0,15.0,2005-15,NYI,Ryan O'Marra,F,2005,15,215
407,1.0,16.0,2005-16,ATL,Alex Bourret,F,2005,16,214
408,1.0,17.0,2005-17,PHX,Martin Hanzal,F,2005,17,213
409,1.0,18.0,2005-18,NSH,Ryan Parent,D,2005,18,212
410,1.0,19.0,2005-19,DET,Jakub Kindl,D,2005,19,211
411,1.0,20.0,2005-20,FLA,Kenndal McArdle,F,2005,20,210
412,1.0,21.0,2005-21,TOR,Tuukka Rask,G,2005,21,209
413,1.0,22.0,2005-22,BOS,Matt Lashoff,D,2005,22,208
414,1.0,23.0,2005-23,NJD,Niclas Bergfors,F,2005,23,207
415,1.0,24.0,2005-24,STL,T.J. Oshie,F,2005,24,206
416,1.0,25.0,2005-25,EDM,Andrew Cogliano,F,2005,25,205
417,1.0,26.0,2005-26,CGY,Matt Pelech,D,2005,26,204
418,1.0,27.0,2005-27,WSH,Joe Finley,D,2005,27,203
419,1.0,28.0,2005-28,DAL,Matt Niskanen,D,2005,28,202
420,1.0,29.0,2005-29,PHI,Steve Downie,F,2005,29,201
421,1.0,30.0,2005-30,TBL,Vladimir Mihalik,D,2005,30,200
422,1.0,1.0,2004-1,WSH,Alex Ovechkin,F,2004,1,226
423,1.0,2.0,2004-2,PIT,Evgeni Malkin,F,2004,2,225
424,1.0,3.0,2004-3,CHI,Cam Barker,D,2004,3,224
425,1.0,4.0,2004-4,CAR,Andrew Ladd,F,2004,4,223
426,1.0,5.0,2004-5,PHX,Blake Wheeler,F,2004,5,222
427,1.0,6.0,2004-6,NYR,Al Montoya,G,2004,6,221
428,1.0,7.0,2004-7,FLA,Rostislav Olesz,F,2004,7,220
429,1.0,8.0,2004-8,CBJ,Alexandre Picard,F,2004,8,219
430,1.0,9.0,2004-9,ANA,Ladislav Smid,D,2004,9,218
431,1.0,10.0,2004-10,ATL,Boris Valabik,D,2004,10,217
432,1.0,11.0,2004-11,LAK,Lauri Tukonen,F,2004,11,216
433,1.0,12.0,2004-12,MIN,A.J. Thelen,D,2004,12,215
434,1.0,13.0,2004-13,BUF,Drew Stafford,F,2004,13,214
435,1.0,14.0,2004-14,EDM,Devan Dubnyk,G,2004,14,213
436,1.0,15.0,2004-15,NSH,Alexander Radulov,F,2004,15,212
437,1.0,16.0,2004-16,NYI,Petteri Nokelainen,F,2004,16,211
438,1.0,17.0,2004-17,STL,Marek Schwarz,G,2004,17,210
439,1.0,18.0,2004-18,MTL,Kyle Chipchura,F,2004,18,209
440,1.0,19.0,2004-19,NYR,Lauri Korpikoski,F,2004,19,208
441,1.0,20.0,2004-20,NJD,Travis Zajac,F,2004,20,207
442,1.0,21.0,2004-21,COL,Wojtek Wolski,F,2004,21,206
443,1.0,22.0,2004-22,SJS,Lukas Kaspar,F,2004,22,205
444,1.0,23.0,2004-23,OTT,Andrej Meszaros,D,2004,23,204
445,1.0,24.0,2004-24,CGY,Kris Chucko,F,2004,24,203
446,1.0,25.0,2004-25,EDM,Rob Schremp,F,2004,25,202
447,1.0,26.0,2004-26,VAN,Cory Schneider,G,2004,26,201
448,1.0,27.0,2004-27,WSH,Jeff Schultz,D,2004,27,200
449,1.0,28.0,2004-28,DAL,Mark Fistric,D,2004,28,199
450,1.0,29.0,2004-29,WSH,Mike Green,D,2004,29,198
451,1.0,30.0,2004-30,TBL,Andy Rogers,D,2004,30,197
452,1.0,1.0,2003-1,PIT,Marc-Andre Fleury,G,2003,1,228
453,1.0,2.0,2003-2,CAR,Eric Staal,F,2003,2,227
454,1.0,3.0,2003-3,FLA,Nathan Horton,F,2003,3,226
455,1.0,4.0,2003-4,CBJ,Nikolay Zherdev,F,2003,4,225
456,1.0,5.0,2003-5,BUF,Thomas Vanek,F,2003,5,224
457,1.0,6.0,2003-6,SJS,Milan Michalek,F,2003,6,223
458,1.0,7.0,2003-7,NSH,Ryan Suter,D,2003,7,222
459,1.0,8.0,2003-8,ATL,Braydon Coburn,D,2003,8,221
460,1.0,9.0,2003-9,CGY,Dion Phaneuf,D,2003,9,220
461,1.0,10.0,2003-10,MTL,Andrei Kostitsyn,F,2003,10,219
462,1.0,11.0,2003-11,PHI,Jeff Carter,F,2003,11,218
463,1.0,12.0,2003-12,NYR,Hugh Jessiman,F,2003,12,217
464,1.0,13.0,2003-13,LAK,Dustin Brown,F,2003,13,216
465,1.0,14.0,2003-14,CHI,Brent Seabrook,D,2003,14,215
466,1.0,15.0,2003-15,NYI,Robert Nilsson,F,2003,15,214
467,1.0,16.0,2003-16,SJS,Steve Bernier,F,2003,16,213
468,1.0,17.0,2003-17,NJD,Zach Parise,F,2003,17,212
469,1.0,18.0,2003-18,WSH,Eric Fehr,F,2003,18,211
470,1.0,19.0,2003-19,ANA,Ryan Getzlaf,F,2003,19,210
471,1.0,20.0,2003-20,MIN,Brent Burns,F,2003,20,209
472,1.0,21.0,2003-21,BOS,Mark Stuart,D,2003,21,208
473,1.0,22.0,2003-22,EDM,Marc-Antoine Pouliot,F,2003,22,207
474,1.0,23.0,2003-23,VAN,Ryan Kesler,F,2003,23,206
475,1.0,24.0,2003-24,PHI,Mike Richards,F,2003,24,205
476,1.0,25.0,2003-25,FLA,Anthony Stewart,F,2003,25,204
477,1.0,26.0,2003-26,LAK,Brian Boyle,F,2003,26,203
478,1.0,27.0,2003-27,LAK,Jeff Tambellini,F,2003,27,202
479,1.0,28.0,2003-28,ANA,Corey Perry,F,2003,28,201
480,1.0,29.0,2003-29,OTT,Patrick Eaves,F,2003,29,200
481,1.0,30.0,2003-30,STL,Shawn Belle,D,2003,30,199
482,1.0,1.0,2002-1,CBJ,Rick Nash,F,2002,1,228
483,1.0,2.0,2002-2,ATL,Kari Lehtonen,G,2002,2,227
484,1.0,3.0,2002-3,FLA,Jay Bouwmeester,D,2002,3,226
485,1.0,4.0,2002-4,PHI,Joni Pitkanen,D,2002,4,225
486,1.0,5.0,2002-5,PIT,Ryan Whitney,D,2002,5,224
487,1.0,6.0,2002-6,NSH,Scottie Upshall,F,2002,6,223
488,1.0,7.0,2002-7,ANA,Joffrey Lupul,F,2002,7,222
489,1.0,8.0,2002-8,MIN,Pierre-Marc Bouchard,F,2002,8,221
490,1.0,9.0,2002-9,FLA,Petr Taticek,F,2002,9,220
491,1.0,10.0,2002-10,CGY,Eric Nystrom,F,2002,10,219
492,1.0,11.0,2002-11,BUF,Keith Ballard,D,2002,11,218
493,1.0,12.0,2002-12,WSH,Steve Eminger,D,2002,12,217
494,1.0,13.0,2002-13,WSH,Alexander Semin,F,2002,13,216
495,1.0,14.0,2002-14,MTL,Chris Higgins,F,2002,14,215
496,1.0,15.0,2002-15,EDM,Jesse Niinimaki,F,2002,15,214
497,1.0,16.0,2002-16,OTT,Jakub Klepis,F,2002,16,213
498,1.0,17.0,2002-17,WSH,Boyd Gordon,F,2002,17,212
499,1.0,18.0,2002-18,LAK,Denis Grebeshkov,D,2002,18,211
500,1.0,19.0,2002-19,PHX,Jakub Koreis,F,2002,19,210
501,1.0,20.0,2002-20,BUF,Daniel Paille,F,2002,20,209
502,1.0,21.0,2002-21,CHI,Anton Babchuk,D,2002,21,208
503,1.0,22.0,2002-22,NYI,Sean Bergenheim,F,2002,22,207
504,1.0,23.0,2002-23,PHX,Ben Eager,F,2002,23,206
505,1.0,24.0,2002-24,TOR,Alexander Steen,F,2002,24,205
506,1.0,25.0,2002-25,CAR,Cam Ward,G,2002,25,204
507,1.0,26.0,2002-26,DAL,Martin Vagner,D,2002,26,203
508,1.0,27.0,2002-27,SJS,Mike Morris,F,2002,27,202
509,1.0,28.0,2002-28,COL,Jonas Johansson,F,2002,28,201
510,1.0,29.0,2002-29,BOS,Hannu Toivonen,G,2002,29,200
511,1.0,30.0,2002-30,ATL,Jim Slater,F,2002,30,199
512,1.0,1.0,2001-1,ATL,Ilya Kovalchuk,F,2001,1,226
513,1.0,2.0,2001-2,OTT,Jason Spezza,F,2001,2,225
514,1.0,3.0,2001-3,TBL,Alexander Svitov,F,2001,3,224
515,1.0,4.0,2001-4,FLA,Stephen Weiss,F,2001,4,223
516,1.0,5.0,2001-5,ANA,Stanislav Chistov,F,2001,5,222
517,1.0,6.0,2001-6,MIN,Mikko Koivu,F,2001,6,221
518,1.0,7.0,2001-7,MTL,Mike Komisarek,D,2001,7,220
519,1.0,8.0,2001-8,CBJ,Pascal Leclaire,G,2001,8,219
520,1.0,9.0,2001-9,CHI,Tuomo Ruutu,F,2001,9,218
521,1.0,10.0,2001-10,NYR,Dan Blackburn,G,2001,10,217
522,1.0,11.0,2001-11,PHX,Fredrik Sjostrom,F,2001,11,216
523,1.0,12.0,2001-12,NSH,Dan Hamhuis,D,2001,12,215
524,1.0,13.0,2001-13,EDM,Ales Hemsky,F,2001,13,214
525,1.0,14.0,2001-14,CGY,Chuck Kobasew,F,2001,14,213
526,1.0,15.0,2001-15,CAR,Igor Knyazev,D,2001,15,212
527,1.0,16.0,2001-16,VAN,R.J. Umberger,F,2001,16,211
528,1.0,17.0,2001-17,TOR,Carlo Colaiacovo,D,2001,17,210
529,1.0,18.0,2001-18,LAK,Jens Karlsson,F,2001,18,209
530,1.0,19.0,2001-19,BOS,Shaone Morrisonn,D,2001,19,208
531,1.0,20.0,2001-20,SJS,Marcel Goc,F,2001,20,207
532,1.0,21.0,2001-21,PIT,Colby Armstrong,F,2001,21,206
533,1.0,22.0,2001-22,BUF,Jiri Novotny,F,2001,22,205
534,1.0,23.0,2001-23,OTT,Tim Gleason,D,2001,23,204
535,1.0,24.0,2001-24,FLA,Lukas Krajicek,D,2001,24,203
536,1.0,25.0,2001-25,MTL,Alexander Perezhogin,F,2001,25,202
537,1.0,26.0,2001-26,DAL,Jason Bacashihua,G,2001,26,201
538,1.0,27.0,2001-27,PHI,Jeff Woywitka,D,2001,27,200
539,1.0,28.0,2001-28,NJD,Adrian Foster,F,2001,28,199
540,1.0,29.0,2001-29,CHI,Adam Munro,G,2001,29,198
541,1.0,30.0,2001-30,LAK,David Steckel,F,2001,30,197
542,1.0,1.0,2000-1,NYI,Rick DiPietro,G,2000,1,228
543,1.0,2.0,2000-2,ATL,Dany Heatley,F,2000,2,227
544,1.0,3.0,2000-3,MIN,Marian Gaborik,F,2000,3,226
545,1.0,4.0,2000-4,CBJ,Rostislav Klesla,D,2000,4,225
546,1.0,5.0,2000-5,NYI,Raffi Torres,F,2000,5,224
547,1.0,6.0,2000-6,NSH,Scott Hartnell,F,2000,6,223
548,1.0,7.0,2000-7,BOS,Lars Jonsson,D,2000,7,222
549,1.0,8.0,2000-8,TBL,Nikita Alexeev,F,2000,8,221
550,1.0,9.0,2000-9,CGY,Brent Krahn,G,2000,9,220
551,1.0,10.0,2000-10,CHI,Mikhail Yakubov,F,2000,10,219
552,1.0,11.0,2000-11,CHI,Pavel Vorobiev,F,2000,11,218
553,1.0,12.0,2000-12,ANA,Alexei Smirnov,F,2000,12,217
554,1.0,13.0,2000-13,MTL,Ron Hainsey,D,2000,13,216
555,1.0,14.0,2000-14,COL,Vaclav Nedorost,F,2000,14,215
556,1.0,15.0,2000-15,BUF,Artem Kryukov,F,2000,15,214
557,1.0,16.0,2000-16,MTL,Marcel Hossa,F,2000,16,213
558,1.0,17.0,2000-17,EDM,Alexei Mikhnov,F,2000,17,212
559,1.0,18.0,2000-18,PIT,Brooks Orpik,D,2000,18,211
560,1.0,19.0,2000-19,PHX,Krys Kolanos,F,2000,19,210
561,1.0,20.0,2000-20,LAK,Alex Frolov,F,2000,20,209
562,1.0,21.0,2000-21,OTT,Anton Volchenkov,D,2000,21,208
563,1.0,22.0,2000-22,NJD,David Hale,D,2000,22,207
564,1.0,23.0,2000-23,VAN,Nathan Smith,F,2000,23,206
565,1.0,24.0,2000-24,TOR,Brad Boyes,F,2000,24,205
566,1.0,25.0,2000-25,DAL,Steve Ott,F,2000,25,204
567,1.0,26.0,2000-26,WSH,Brian Sutherby,F,2000,26,203
568,1.0,27.0,2000-27,BOS,Martin Samuelsson,F,2000,27,202
569,1.0,28.0,2000-28,PHI,Justin Williams,F,2000,28,201
570,1.0,29.0,2000-29,DET,Niklas Kronwall,D,2000,29,200
571,1.0,30.0,2000-30,STL,Jeff Taffe,F,2000,30,199
572,1.0,1.0,1999-1,ATL,Patrik Stefan,F,1999,1,214
573,1.0,2.0,1999-2,VAN,Daniel Sedin,F,1999,2,213
574,1.0,3.0,1999-3,VAN,Henrik Sedin,F,1999,3,212
575,1.0,4.0,1999-4,NYR,Pavel Brendl,F,1999,4,211
576,1.0,5.0,1999-5,NYI,Tim Connolly,F,1999,5,210
577,1.0,6.0,1999-6,NSH,Brian Finley,G,1999,6,209
578,1.0,7.0,1999-7,WSH,Kris Beech,F,1999,7,208
579,1.0,8.0,1999-8,NYI,Taylor Pyatt,F,1999,8,207
580,1.0,9.0,1999-9,NYR,Jamie Lundmark,F,1999,9,206
581,1.0,10.0,1999-10,NYI,Branislav Mezei,D,1999,10,205
582,1.0,11.0,1999-11,CGY,Oleg Saprykin,F,1999,11,204
583,1.0,12.0,1999-12,FLA,Denis Shvidki,F,1999,12,203
584,1.0,13.0,1999-13,EDM,Jani Rita,F,1999,13,202
585,1.0,14.0,1999-14,SJS,Jeff Jillson,D,1999,14,201
586,1.0,15.0,1999-15,PHX,Scott Kelman,F,1999,15,200
587,1.0,16.0,1999-16,CAR,David Tanabe,D,1999,16,199
588,1.0,17.0,1999-17,STL,Barret Jackman,D,1999,17,198
589,1.0,18.0,1999-18,PIT,Konstantin Koltsov,F,1999,18,197
590,1.0,19.0,1999-19,PHX,Kirill Safronov,D,1999,19,196
591,1.0,20.0,1999-20,BUF,Barrett Heisten,F,1999,20,195
592,1.0,21.0,1999-21,BOS,Nick Boynton,D,1999,21,194
593,1.0,22.0,1999-22,PHI,Maxime Ouellet,G,1999,22,193
594,1.0,23.0,1999-23,CHI,Steve McCarthy,D,1999,23,192
595,1.0,24.0,1999-24,TOR,Luca Cereda,F,1999,24,191
596,1.0,25.0,1999-25,COL,Mikhail Kuleshov,F,1999,25,190
597,1.0,26.0,1999-26,OTT,Martin Havlat,F,1999,26,189
598,1.0,27.0,1999-27,NJD,Ari Ahonen,G,1999,27,188
599,1.0,28.0,1999-28,NYI,Kristian Kudroc,D,1999,28,187
600,1.0,1.0,1998-1,TBL,Vincent Lecavalier,F,1998,1,199
601,1.0,2.0,1998-2,NSH,David Legwand,F,1998,2,198
602,1.0,3.0,1998-3,SJS,Brad Stuart,D,1998,3,197
603,1.0,4.0,1998-4,VAN,Bryan Allen,D,1998,4,196
604,1.0,5.0,1998-5,ANA,Vitaly Vishnevski,D,1998,5,195
605,1.0,6.0,1998-6,CGY,Rico Fata,F,1998,6,194
606,1.0,7.0,1998-7,NYR,Manny Malhotra,F,1998,7,193
607,1.0,8.0,1998-8,CHI,Mark Bell,F,1998,8,192
608,1.0,9.0,1998-9,NYI,Mike Rupp,F,1998,9,191
609,1.0,10.0,1998-10,TOR,Nik Antropov,F,1998,10,190
610,1.0,11.0,1998-11,CAR,Jeff Heerema,F,1998,11,189
611,1.0,12.0,1998-12,COL,Alex Tanguay,F,1998,12,188
612,1.0,13.0,1998-13,EDM,Michael Henrich,F,1998,13,187
613,1.0,14.0,1998-14,PHX,Patrick Desrochers,G,1998,14,186
614,1.0,15.0,1998-15,OTT,Mathieu Chouinard,G,1998,15,185
615,1.0,16.0,1998-16,MTL,Eric Chouinard,F,1998,16,184
616,1.0,17.0,1998-17,COL,Martin Skoula,D,1998,17,183
617,1.0,18.0,1998-18,BUF,Dmitri Kalinin,D,1998,18,182
618,1.0,19.0,1998-19,COL,Robyn Regehr,D,1998,19,181
619,1.0,20.0,1998-20,COL,Scott Parker,F,1998,20,180
620,1.0,21.0,1998-21,LAK,Mathieu Biron,D,1998,21,179
621,1.0,22.0,1998-22,PHI,Simon Gagne,F,1998,22,178
622,1.0,23.0,1998-23,PIT,Milan Kraft,F,1998,23,177
623,1.0,24.0,1998-24,STL,Christian Backman,D,1998,24,176
624,1.0,25.0,1998-25,DET,Jiri Fischer,D,1998,25,175
625,1.0,26.0,1998-26,NJD,Mike Van Ryn,D,1998,26,174
626,1.0,27.0,1998-27,NJD,Scott Gomez,F,1998,27,173
627,1.0,1.0,1997-1,BOS,Joe Thornton,F,1997,1,189
628,1.0,2.0,1997-2,SJS,Patrick Marleau,F,1997,2,188
629,1.0,3.0,1997-3,LAK,Olli Jokinen,F,1997,3,187
630,1.0,4.0,1997-4,NYI,Roberto Luongo,G,1997,4,186
631,1.0,5.0,1997-5,NYI,Eric Brewer,D,1997,5,185
632,1.0,6.0,1997-6,CGY,Daniel Tkaczuk,F,1997,6,184
633,1.0,7.0,1997-7,TBL,Paul Mara,D,1997,7,183
634,1.0,8.0,1997-8,BOS,Sergei Samsonov,F,1997,8,182
635,1.0,9.0,1997-9,WSH,Nick Boynton,D,1997,9,181
636,1.0,10.0,1997-10,VAN,Brad Ference,D,1997,10,180
637,1.0,11.0,1997-11,MTL,Jason Ward,F,1997,11,179
638,1.0,12.0,1997-12,OTT,Marian Hossa,F,1997,12,178
639,1.0,13.0,1997-13,CHI,Daniel Cleary,F,1997,13,177
640,1.0,14.0,1997-14,EDM,Michel Riesen,F,1997,14,176
641,1.0,15.0,1997-15,LAK,Matt Zultek,F,1997,15,175
642,1.0,16.0,1997-16,CHI,Ty Jones,F,1997,16,174
643,1.0,17.0,1997-17,PIT,Robert Dome,F,1997,17,173
644,1.0,18.0,1997-18,ANA,Michael Holmqvist,F,1997,18,172
645,1.0,19.0,1997-19,NYR,Stefan Cherneski,F,1997,19,171
646,1.0,20.0,1997-20,FLA,Mike Brown,F,1997,20,170
647,1.0,21.0,1997-21,BUF,Mika Noronen,G,1997,21,169
648,1.0,22.0,1997-22,CAR,Nikos Tselios,D,1997,22,168
649,1.0,23.0,1997-23,SJS,Scott Hannan,D,1997,23,167
650,1.0,24.0,1997-24,NJD,Jean-Francois Damphousse,G,1997,24,166
651,1.0,25.0,1997-25,DAL,Brenden Morrow,F,1997,25,165
652,1.0,26.0,1997-26,COL,Kevin Grimes,D,1997,26,164
653,1.0,1.0,1996-1,OTT,Chris Phillips,D,1996,1,188
654,1.0,2.0,1996-2,SJS,Andrei Zyuzin,D,1996,2,187
655,1.0,3.0,1996-3,NYI,J-P Dumont,F,1996,3,186
656,1.0,4.0,1996-4,WSH,Alexander Volchkov,F,1996,4,185
657,1.0,5.0,1996-5,DAL,Ric Jackman,D,1996,5,184
658,1.0,6.0,1996-6,EDM,Boyd Devereaux,F,1996,6,183
659,1.0,7.0,1996-7,BUF,Erik Rasmussen,F,1996,7,182
660,1.0,8.0,1996-8,BOS,Johnathan Aitken,D,1996,8,181
661,1.0,9.0,1996-9,ANA,Ruslan Salei,D,1996,9,180
662,1.0,10.0,1996-10,NJD,Lance Ward,F,1996,10,179
663,1.0,11.0,1996-11,PHX,Dan Focht,D,1996,11,178
664,1.0,12.0,1996-12,VAN,Josh Holden,F,1996,12,177
665,1.0,13.0,1996-13,CGY,Derek Morris,D,1996,13,176
666,1.0,14.0,1996-14,STL,Marty Reasoner,F,1996,14,175
667,1.0,15.0,1996-15,PHI,Dainius Zubrus,F,1996,15,174
668,1.0,16.0,1996-16,TBL,Mario Larocque,D,1996,16,173
669,1.0,17.0,1996-17,WSH,Jaroslav Svejkovsky,F,1996,17,172
670,1.0,18.0,1996-18,MTL,Matt Higgins,F,1996,18,171
671,1.0,19.0,1996-19,EDM,Matthieu Desc\xf4teaux,D,1996,19,170
672,1.0,20.0,1996-20,FLA,Marcus Nilson,F,1996,20,169
673,1.0,21.0,1996-21,SJS,Marco Sturm,F,1996,21,168
674,1.0,22.0,1996-22,NYR,Jeff Brown,D,1996,22,167
675,1.0,23.0,1996-23,PIT,Craig Hillier,G,1996,23,166
676,1.0,24.0,1996-24,PHX,Daniel Briere,F,1996,24,165
677,1.0,25.0,1996-25,COL,Peter Ratchuk,D,1996,25,164
678,1.0,26.0,1996-26,DET,Jesse Wallin,D,1996,26,163
679,1.0,1.0,1995-1,OTT,Bryan Berard,D,1995,1,181
680,1.0,2.0,1995-2,NYI,Wade Redden,D,1995,2,180
681,1.0,3.0,1995-3,LAK,Aki Berg,D,1995,3,179
682,1.0,4.0,1995-4,ANA,Chad Kilger,F,1995,4,178
683,1.0,5.0,1995-5,TBL,Daymond Langkow,F,1995,5,177
684,1.0,6.0,1995-6,EDM,Steve Kelly,F,1995,6,176
685,1.0,7.0,1995-7,WIN,Shane Doan,F,1995,7,175
686,1.0,8.0,1995-8,MTL,Terry Ryan,F,1995,8,174
687,1.0,9.0,1995-9,BOS,Kyle McLaren,D,1995,9,173
688,1.0,10.0,1995-10,FLA,Radek Dvorak,F,1995,10,172
689,1.0,11.0,1995-11,DAL,Jarome Iginla,F,1995,11,171
690,1.0,12.0,1995-12,SJS,Teemu Riihijarvi,F,1995,12,170
691,1.0,13.0,1995-13,HFD,Jean-Sebastien Giguere,G,1995,13,169
692,1.0,14.0,1995-14,BUF,Jay McKee,D,1995,14,168
693,1.0,15.0,1995-15,TOR,Jeff Ware,D,1995,15,167
694,1.0,16.0,1995-16,BUF,Martin Biron,G,1995,16,166
695,1.0,17.0,1995-17,WSH,Brad Church,F,1995,17,165
696,1.0,18.0,1995-18,NJD,Petr Sykora,F,1995,18,164
697,1.0,19.0,1995-19,CHI,Dimitri Nabokov,F,1995,19,163
698,1.0,20.0,1995-20,CGY,Denis Gauthier,D,1995,20,162
699,1.0,21.0,1995-21,BOS,Sean Brown,D,1995,21,161
700,1.0,22.0,1995-22,PHI,Brian Boucher,G,1995,22,160
701,1.0,23.0,1995-23,WSH,Miika Elomo,F,1995,23,159
702,1.0,24.0,1995-24,PIT,Aleksey Morozov,F,1995,24,158
703,1.0,25.0,1995-25,COL,Marc Denis,G,1995,25,157
704,1.0,26.0,1995-26,DET,Maxim Kuznetsov,D,1995,26,156
705,1.0,1.0,1994-1,FLA,Ed Jovanovski,D,1994,1,181
706,1.0,2.0,1994-2,ANA,Oleg Tverdovsky,D,1994,2,180
707,1.0,3.0,1994-3,OTT,Radek Bonk,F,1994,3,179
708,1.0,4.0,1994-4,EDM,Jason Bonsignore,F,1994,4,178
709,1.0,5.0,1994-5,HFD,Jeff O'Neill,F,1994,5,177
710,1.0,6.0,1994-6,EDM,Ryan Smyth,F,1994,6,176
711,1.0,7.0,1994-7,LAK,Jamie Storr,G,1994,7,175
712,1.0,8.0,1994-8,TBL,Jason Wiemer,F,1994,8,174
713,1.0,9.0,1994-9,NYI,Brett Lindros,F,1994,9,173
714,1.0,10.0,1994-10,WSH,Nolan Baumgartner,D,1994,10,172
715,1.0,11.0,1994-11,SJS,Jeff Friesen,F,1994,11,171
716,1.0,12.0,1994-12,QUE,Wade Belak,F,1994,12,170
717,1.0,13.0,1994-13,VAN,Mattias Ohlund,D,1994,13,169
718,1.0,14.0,1994-14,CHI,Ethan Moreau,F,1994,14,168
719,1.0,15.0,1994-15,WSH,Alexander Kharlamov,F,1994,15,167
720,1.0,16.0,1994-16,TOR,Eric Fichaud,G,1994,16,166
721,1.0,17.0,1994-17,BUF,Wayne Primeau,F,1994,17,165
722,1.0,18.0,1994-18,MTL,Brad Brown,D,1994,18,164
723,1.0,19.0,1994-19,CGY,Chris Dingman,F,1994,19,163
724,1.0,20.0,1994-20,DAL,Jason Botterill,F,1994,20,162
725,1.0,21.0,1994-21,BOS,Yevgeni Ryabchikov,G,1994,21,161
726,1.0,22.0,1994-22,QUE,Jeffrey Kealty,D,1994,22,160
727,1.0,23.0,1994-23,DET,Yan Golubovsky,D,1994,23,159
728,1.0,24.0,1994-24,PIT,Chris Wells,F,1994,24,158
729,1.0,25.0,1994-25,NJD,Vadim Sharifijanov,F,1994,25,157
730,1.0,26.0,1994-26,NYR,Dan Cloutier,G,1994,26,156
731,1.0,1.0,1993-1,OTT,Alexandre Daigle,F,1993,1,181
732,1.0,2.0,1993-2,HFD,Chris Pronger,D,1993,2,180
733,1.0,3.0,1993-3,TBL,Chris Gratton,F,1993,3,179
734,1.0,4.0,1993-4,ANA,Paul Kariya,F,1993,4,178
735,1.0,5.0,1993-5,FLA,Rob Niedermayer,F,1993,5,177
736,1.0,6.0,1993-6,SJS,Viktor Kozlov,F,1993,6,176
737,1.0,7.0,1993-7,EDM,Jason Arnott,F,1993,7,175
738,1.0,8.0,1993-8,NYR,Niklas Sundstrom,F,1993,8,174
739,1.0,9.0,1993-9,DAL,Todd Harvey,F,1993,9,173
740,1.0,10.0,1993-10,QUE,Jocelyn Thibault,G,1993,10,172
741,1.0,11.0,1993-11,WSH,Brendan Witt,D,1993,11,171
742,1.0,12.0,1993-12,TOR,Kenny Jonsson,D,1993,12,170
743,1.0,13.0,1993-13,NJD,Denis Pederson,F,1993,13,169
744,1.0,14.0,1993-14,QUE,Adam Deadmarsh,F,1993,14,168
745,1.0,15.0,1993-15,WIN,Mats Lindgren,F,1993,15,167
746,1.0,16.0,1993-16,EDM,Nick Stajduhar,D,1993,16,166
747,1.0,17.0,1993-17,WSH,Jason Allison,F,1993,17,165
748,1.0,18.0,1993-18,CGY,Jesper Mattsson,F,1993,18,164
749,1.0,19.0,1993-19,TOR,Landon Wilson,F,1993,19,163
750,1.0,20.0,1993-20,VAN,Mike Wilson,D,1993,20,162
751,1.0,21.0,1993-21,MTL,Saku Koivu,F,1993,21,161
752,1.0,22.0,1993-22,DET,Anders Eriksson,D,1993,22,160
753,1.0,23.0,1993-23,NYI,Todd Bertuzzi,F,1993,23,159
